stime,proto,sip,dip,uplink_length,downlink_length
2017-11-20 13:43:44,smtp,10.116.216.71,10.5.71.60,177,146
2017-11-20 13:44:25,smtp,10.116.216.71,10.5.71.60,149,298
2017-11-20 13:45:38,smtp,10.64.106.23,10.5.71.60,158,296
2017-11-20 13:46:14,smtp,10.116.216.71,10.5.71.60,192,330
2017-11-20 13:47:50,smtp,10.116.216.71,10.5.71.60,116,365
2017-11-20 13:47:54,smtp,10.116.216.73,10.5.71.60,187,286
2017-11-20 13:47:55,smtp,10.64.106.3,10.5.71.60,178,124
2017-11-20 13:48:42,smtp,10.116.216.71,10.5.71.60,140,341
2017-11-20 13:49:24,smtp,118.192.64.194,10.5.71.60,138,134
2017-11-20 13:50:11,smtp,10.116.216.72,10.5.71.60,161,291
2017-11-20 13:50:19,smtp,10.116.216.71,10.5.71.60,143,396
2017-11-20 13:51:18,smtp,10.64.105.92,10.5.71.60,108,155
2017-11-20 13:51:22,smtp,10.116.216.71,10.5.71.60,134,285
2017-11-20 13:52:15,smtp,10.116.216.72,10.5.71.60,194,327
2017-11-20 13:52:45,smtp,10.116.216.71,10.5.71.60,159,111
2017-11-20 13:53:26,smtp,125.112.226.59,10.5.71.60,109,201
2017-11-20 13:53:43,smtp,10.116.216.71,10.5.71.60,163,184
2017-11-20 13:54:22,smtp,10.116.216.72,10.5.71.60,124,278
2017-11-20 13:55:00,smtp,10.116.216.71,10.5.71.60,127,397
2017-11-20 13:55:14,smtp,10.116.216.71,10.5.71.60,122,125
2017-11-20 13:55:49,smtp,10.116.216.71,10.5.71.60,121,219
2017-11-20 13:56:18,smtp,10.116.216.71,10.5.71.60,199,197
2017-11-20 13:56:45,smtp,10.116.216.71,10.5.71.60,126,112
2017-11-20 13:56:46,smtp,10.116.216.71,10.5.71.60,116,397
2017-11-20 13:58:42,smtp,10.64.105.111,10.5.71.60,176,141
2017-11-20 13:58:53,smtp,10.116.216.71,10.5.71.60,170,205
2017-11-20 13:59:21,smtp,10.116.216.71,10.5.71.60,163,275
2017-11-20 13:59:26,smtp,10.116.216.72,10.5.71.60,140,275
2017-11-20 13:59:53,smtp,10.116.216.71,10.5.71.60,102,233
2017-11-20 14:00:29,smtp,10.64.106.13,10.5.71.60,174,159
2017-11-20 14:01:24,smtp,60.182.73.177,10.5.71.60,159,386
2017-11-20 14:01:42,smtp,10.116.216.71,10.5.71.60,161,366
2017-11-20 14:02:08,smtp,115.213.99.80,10.5.71.60,185,288
2017-11-20 14:02:08,smtp,10.116.216.71,10.5.71.60,125,259
2017-11-20 14:02:17,smtp,10.116.216.71,10.5.71.60,107,280
2017-11-20 14:02:44,smtp,10.116.216.72,10.5.71.60,176,216
2017-11-20 14:02:54,smtp,10.116.216.71,10.5.71.60,123,194
2017-11-20 14:02:55,smtp,10.116.216.71,10.5.71.60,136,196
2017-11-20 14:03:46,smtp,10.116.216.71,10.5.71.60,171,294
2017-11-20 14:03:52,smtp,10.64.106.44,10.5.71.60,167,253
2017-11-20 14:03:57,smtp,10.116.216.71,10.5.71.60,166,195
2017-11-20 14:04:32,smtp,10.116.216.71,10.5.71.60,198,245
2017-11-20 14:04:37,smtp,10.64.106.29,10.5.71.60,173,190
2017-11-20 14:05:12,smtp,10.116.216.71,10.5.71.60,116,223
2017-11-20 14:05:36,smtp,10.116.216.71,10.5.71.60,195,105
2017-11-20 14:05:37,smtp,10.116.216.71,10.5.71.60,199,385
2017-11-20 14:05:46,smtp,10.116.216.72,10.5.71.60,115,381
2017-11-20 14:06:09,smtp,10.64.105.3,10.5.71.60,112,140
2017-11-20 14:06:39,smtp,10.116.216.72,10.5.71.60,159,218
2017-11-20 14:06:46,smtp,10.116.216.72,10.5.71.60,199,295
2017-11-20 14:07:27,smtp,60.179.248.88,10.5.71.60,149,327
2017-11-20 14:07:46,smtp,10.116.216.72,10.5.71.60,191,121
2017-11-20 14:08:11,smtp,10.116.216.71,10.5.71.60,175,236
2017-11-20 14:09:02,smtp,10.116.216.71,10.5.71.60,185,150
2017-11-20 14:09:25,smtp,10.116.216.72,10.5.71.60,163,242
2017-11-20 14:10:24,smtp,10.116.216.71,10.5.71.60,159,249
2017-11-20 14:10:56,smtp,10.116.216.71,10.5.71.60,130,162
2017-11-20 14:11:13,smtp,10.64.105.138,10.5.71.60,132,272
2017-11-20 14:11:39,smtp,10.116.216.71,10.5.71.60,167,187
2017-11-20 14:11:59,smtp,10.116.216.71,10.5.71.60,122,125
2017-11-20 14:12:53,smtp,10.64.106.42,10.5.71.60,158,102
2017-11-20 14:13:23,smtp,10.116.216.71,10.5.71.60,130,393
2017-11-20 14:13:26,smtp,10.116.216.71,10.5.71.60,115,352
2017-11-20 14:14:00,smtp,10.116.216.71,10.5.71.60,113,224
2017-11-20 14:14:47,smtp,10.64.105.22,10.5.71.60,141,236
2017-11-20 14:15:03,smtp,10.116.216.71,10.5.71.60,148,176
2017-11-20 14:15:34,smtp,10.116.216.73,10.5.71.60,101,169
2017-11-20 14:15:54,smtp,10.116.216.72,10.5.71.60,123,296
2017-11-20 14:15:57,smtp,60.182.126.242,10.5.71.60,115,115
2017-11-20 14:17:03,smtp,10.64.105.235,10.5.71.60,197,263
2017-11-20 14:18:28,smtp,10.64.105.94,10.5.71.60,189,201
2017-11-20 14:18:43,smtp,10.116.216.71,10.5.71.60,145,339
2017-11-20 14:19:06,smtp,10.116.216.73,10.5.71.60,137,254
2017-11-20 14:19:11,smtp,10.116.216.71,10.5.71.60,110,306
2017-11-20 14:19:26,smtp,10.116.216.71,10.5.71.60,115,184
2017-11-20 14:20:07,smtp,10.116.216.71,10.5.71.60,147,295
2017-11-20 14:20:43,smtp,111.202.126.72,10.5.71.60,164,112
2017-11-20 14:20:56,smtp,10.116.216.71,10.5.71.60,175,155
2017-11-20 14:21:31,smtp,10.116.216.72,10.5.71.60,139,249
2017-11-20 14:21:53,smtp,10.116.216.73,10.5.71.60,105,372
2017-11-20 14:22:31,smtp,10.116.216.71,10.5.71.60,101,358
2017-11-20 14:22:35,smtp,10.116.216.72,10.5.71.60,177,117
2017-11-20 14:22:51,smtp,10.116.216.71,10.5.71.60,125,167
2017-11-20 14:23:08,smtp,10.116.216.71,10.5.71.60,114,298
2017-11-20 14:23:47,smtp,10.64.105.149,10.5.71.60,152,133
2017-11-20 14:25:14,smtp,222.189.247.148,10.5.71.60,176,251
2017-11-20 14:25:26,smtp,10.116.216.71,10.5.71.60,156,262
2017-11-20 14:25:28,smtp,10.116.216.71,10.5.71.60,115,385
2017-11-20 14:26:13,smtp,10.116.216.71,10.5.71.60,108,191
2017-11-20 14:26:20,smtp,10.116.216.71,10.5.71.60,119,368
2017-11-20 14:26:36,smtp,10.64.105.156,10.5.71.60,119,237
2017-11-20 14:27:12,smtp,10.116.216.71,10.5.71.60,157,273
2017-11-20 14:27:26,smtp,222.189.244.116,10.5.71.60,147,395
2017-11-20 14:28:13,smtp,10.116.216.71,10.5.71.60,183,102
2017-11-20 14:28:59,smtp,10.116.216.73,10.5.71.60,193,166
2017-11-20 14:29:25,smtp,10.64.105.240,10.5.71.60,159,277
2017-11-20 14:29:44,smtp,10.116.216.72,10.5.71.60,112,218
2017-11-20 14:30:22,smtp,10.116.216.71,10.5.71.60,128,227
2017-11-20 14:30:39,smtp,10.116.216.71,10.5.71.60,180,382
2017-11-20 14:30:56,smtp,10.116.216.73,10.5.71.60,137,389
2017-11-20 14:30:58,smtp,10.116.216.71,10.5.71.60,124,231
2017-11-20 14:31:35,smtp,10.116.216.72,10.5.71.60,137,210
2017-11-20 14:31:44,smtp,42.51.194.133,10.5.71.60,164,345
2017-11-20 14:33:10,smtp,10.116.216.71,10.5.71.60,127,366
2017-11-20 14:33:25,smtp,221.192.133.62,10.5.71.60,168,329
2017-11-20 14:33:30,smtp,115.213.99.80,10.5.71.60,132,143
2017-11-20 14:33:40,smtp,10.116.216.71,10.5.71.60,125,363
2017-11-20 14:33:44,smtp,125.112.225.185,10.5.71.60,194,386
2017-11-20 14:33:48,smtp,10.116.216.71,10.5.71.60,189,199
2017-11-20 14:34:14,smtp,10.116.216.71,10.5.71.60,156,141
2017-11-20 14:34:24,smtp,10.116.216.72,10.5.71.60,112,198
2017-11-20 14:35:13,smtp,10.64.105.81,10.5.71.60,168,285
2017-11-20 14:35:44,smtp,10.116.216.73,10.5.71.60,191,286
2017-11-20 14:36:57,smtp,10.116.216.71,10.5.71.60,165,255
2017-11-20 14:36:58,smtp,60.182.73.177,10.5.71.60,119,101
2017-11-20 14:37:54,smtp,10.116.216.72,10.5.71.60,135,366
2017-11-20 14:37:57,smtp,10.116.216.71,10.5.71.60,193,389
2017-11-20 14:38:11,smtp,10.64.105.13,10.5.71.60,135,228
2017-11-20 14:38:24,smtp,10.116.216.71,10.5.71.60,168,165
2017-11-20 14:38:38,smtp,10.64.106.8,10.5.71.60,135,241
2017-11-20 14:39:10,smtp,10.64.106.42,10.5.71.60,144,241
2017-11-20 14:39:10,smtp,10.116.216.71,10.5.71.60,190,299
2017-11-20 14:39:22,smtp,10.64.105.137,10.5.71.60,192,252
2017-11-20 14:39:35,smtp,10.116.216.71,10.5.71.60,138,232
2017-11-20 14:39:58,smtp,10.64.105.53,10.5.71.60,197,338
2017-11-20 14:40:01,smtp,10.64.106.32,10.5.71.60,158,378
2017-11-20 14:40:53,smtp,10.116.216.73,10.5.71.60,159,281
2017-11-20 14:41:31,smtp,10.116.216.72,10.5.71.60,177,190
2017-11-20 14:41:36,smtp,10.64.105.86,10.5.71.60,151,397
2017-11-20 14:41:51,smtp,10.116.216.71,10.5.71.60,174,346
2017-11-20 14:42:08,smtp,10.116.216.71,10.5.71.60,129,266
2017-11-20 14:42:35,smtp,10.116.216.72,10.5.71.60,136,326
2017-11-20 14:43:02,smtp,10.116.216.71,10.5.71.60,176,101
2017-11-20 14:43:14,smtp,14.17.32.47,10.5.71.60,112,197
2017-11-20 14:43:22,smtp,10.116.216.71,10.5.71.60,106,264
2017-11-20 14:43:27,smtp,10.116.216.71,10.5.71.60,199,327
2017-11-20 14:43:44,smtp,10.116.216.71,10.5.71.60,192,270
2017-11-20 14:44:03,smtp,111.202.126.72,10.5.71.60,121,271
2017-11-20 14:44:36,smtp,10.116.216.72,10.5.71.60,158,184
2017-11-20 14:45:32,smtp,10.116.216.71,10.5.71.60,179,153
2017-11-20 14:45:55,smtp,10.116.216.72,10.5.71.60,165,275
2017-11-20 14:46:01,smtp,10.116.216.73,10.5.71.60,130,284
2017-11-20 14:46:46,smtp,10.116.216.71,10.5.71.60,112,323
2017-11-20 14:47:53,smtp,10.116.216.71,10.5.71.60,165,250
2017-11-20 14:47:55,smtp,10.116.216.71,10.5.71.60,188,100
2017-11-20 14:48:23,smtp,10.116.216.71,10.5.71.60,156,349
2017-11-20 14:48:40,smtp,10.116.216.71,10.5.71.60,195,108
2017-11-20 14:48:55,smtp,10.116.216.71,10.5.71.60,139,262
2017-11-20 14:49:18,smtp,10.64.105.25,10.5.71.60,175,290
2017-11-20 14:49:23,smtp,10.116.216.73,10.5.71.60,190,368
2017-11-20 14:49:23,smtp,10.64.105.168,10.5.71.60,110,273
2017-11-20 14:49:51,smtp,10.64.105.114,10.5.71.60,185,195
2017-11-20 14:50:49,smtp,10.116.216.72,10.5.71.60,143,301
2017-11-20 14:51:14,smtp,10.116.216.71,10.5.71.60,136,207
2017-11-20 14:52:16,smtp,10.116.216.71,10.5.71.60,125,295
2017-11-20 14:52:20,smtp,222.189.247.148,10.5.71.60,194,326
2017-11-20 14:53:13,smtp,10.116.216.71,10.5.71.60,125,189
2017-11-20 14:53:34,smtp,10.116.216.71,10.5.71.60,155,234
2017-11-20 14:53:52,smtp,10.64.105.130,10.5.71.60,171,239
2017-11-20 14:53:57,smtp,10.64.106.29,10.5.71.60,171,270
2017-11-20 14:54:08,smtp,10.116.216.71,10.5.71.60,160,376
2017-11-20 14:54:35,smtp,10.64.105.41,10.5.71.60,140,361
2017-11-20 14:55:02,smtp,10.116.216.72,10.5.71.60,138,123
2017-11-20 14:56:50,smtp,10.116.216.71,10.5.71.60,156,189
2017-11-20 14:56:56,smtp,219.142.78.230,10.5.71.60,169,215
2017-11-20 14:57:13,smtp,10.116.216.71,10.5.71.60,143,228
2017-11-20 14:57:48,smtp,111.202.126.72,10.5.71.60,175,103
2017-11-20 14:57:52,smtp,10.116.216.71,10.5.71.60,173,126
2017-11-20 14:58:02,smtp,27.38.177.5,10.5.71.60,126,199
2017-11-20 14:58:29,smtp,10.116.216.71,10.5.71.60,100,137
2017-11-20 14:58:56,smtp,10.64.105.35,10.5.71.60,148,192
2017-11-20 14:59:04,smtp,10.64.106.4,10.5.71.60,165,217
2017-11-20 14:59:29,smtp,10.64.105.234,10.5.71.60,180,388
2017-11-20 14:59:36,smtp,10.116.216.71,10.5.71.60,186,118
2017-11-20 14:59:42,smtp,183.32.226.162,10.5.71.60,111,117
2017-11-20 15:00:30,smtp,10.116.216.71,10.5.71.60,124,318
2017-11-20 15:01:08,smtp,10.64.105.134,10.5.71.60,116,267
2017-11-20 15:01:10,smtp,10.116.216.71,10.5.71.60,158,333
2017-11-20 15:02:05,smtp,10.116.216.71,10.5.71.60,161,231
2017-11-20 15:02:27,smtp,10.116.216.71,10.5.71.60,195,357
2017-11-20 15:02:31,smtp,10.116.216.71,10.5.71.60,103,288
2017-11-20 15:03:32,smtp,10.116.216.71,10.5.71.60,174,289
2017-11-20 15:04:20,smtp,10.116.216.71,10.5.71.60,157,254
2017-11-20 15:04:29,smtp,10.116.216.71,10.5.71.60,173,107
2017-11-20 15:04:36,smtp,10.116.216.71,10.5.71.60,163,132
2017-11-20 15:04:40,smtp,222.189.247.148,10.5.71.60,113,112
2017-11-20 15:05:25,smtp,10.116.216.72,10.5.71.60,166,152
2017-11-20 15:05:34,smtp,10.116.216.71,10.5.71.60,152,114
2017-11-20 15:05:35,smtp,125.112.226.59,10.5.71.60,101,336
2017-11-20 15:05:51,smtp,10.64.105.178,10.5.71.60,186,160
2017-11-20 15:06:09,smtp,10.64.105.208,10.5.71.60,154,284
2017-11-20 15:06:39,smtp,118.192.64.194,10.5.71.60,118,291
2017-11-20 15:06:49,smtp,10.116.216.71,10.5.71.60,103,351
2017-11-20 15:07:27,smtp,10.116.216.71,10.5.71.60,172,244
2017-11-20 15:07:38,smtp,10.116.216.71,10.5.71.60,112,170
2017-11-20 15:08:03,smtp,10.116.216.71,10.5.71.60,145,357
2017-11-20 15:09:36,smtp,10.116.216.71,10.5.71.60,184,384
2017-11-20 15:09:49,smtp,10.116.216.71,10.5.71.60,132,342
2017-11-20 15:10:08,smtp,118.192.64.194,10.5.71.60,144,116
2017-11-20 15:10:14,smtp,10.116.216.73,10.5.71.60,114,263
2017-11-20 15:10:53,smtp,125.112.225.185,10.5.71.60,199,235
2017-11-20 15:11:21,smtp,10.116.216.71,10.5.71.60,133,366
2017-11-20 15:11:43,smtp,10.116.216.71,10.5.71.60,119,344
2017-11-20 15:11:54,smtp,219.142.78.230,10.5.71.60,122,141
2017-11-20 15:12:07,smtp,10.116.216.73,10.5.71.60,155,193
2017-11-20 15:12:15,smtp,10.116.216.71,10.5.71.60,136,295
2017-11-20 15:12:52,smtp,10.116.216.71,10.5.71.60,169,378
2017-11-20 15:12:59,smtp,10.64.105.43,10.5.71.60,114,245
2017-11-20 15:13:08,smtp,10.116.216.71,10.5.71.60,148,318
2017-11-20 15:13:32,smtp,10.64.105.102,10.5.71.60,150,377
2017-11-20 15:13:55,smtp,10.116.216.71,10.5.71.60,165,394
2017-11-20 15:14:09,smtp,10.116.216.71,10.5.71.60,174,206
2017-11-20 15:14:10,smtp,10.116.216.71,10.5.71.60,165,194
2017-11-20 15:14:17,smtp,10.64.105.216,10.5.71.60,117,226
2017-11-20 15:14:39,smtp,10.116.216.71,10.5.71.60,100,145
2017-11-20 15:15:36,smtp,10.116.216.71,10.5.71.60,131,215
2017-11-20 15:15:38,smtp,111.202.126.72,10.5.71.60,142,164
2017-11-20 15:15:42,smtp,10.116.216.71,10.5.71.60,109,206
2017-11-20 15:15:47,smtp,10.116.216.72,10.5.71.60,144,358
2017-11-20 15:15:55,smtp,10.116.216.71,10.5.71.60,148,138
2017-11-20 15:16:17,smtp,10.1.4.17,10.5.71.60,137,140
2017-11-20 15:16:18,smtp,10.116.216.71,10.5.71.60,159,131
2017-11-20 15:16:40,smtp,115.213.99.80,10.5.71.60,109,327
2017-11-20 15:16:54,smtp,10.64.105.183,10.5.71.60,175,370
2017-11-20 15:17:34,smtp,10.116.216.71,10.5.71.60,179,210
2017-11-20 15:18:03,smtp,10.64.105.192,10.5.71.60,141,264
2017-11-20 15:18:54,smtp,219.142.78.230,10.5.71.60,136,261
2017-11-20 15:19:08,smtp,10.64.106.6,10.5.71.60,175,235
2017-11-20 15:19:35,smtp,10.64.105.172,10.5.71.60,160,239
2017-11-20 15:19:37,smtp,125.112.225.185,10.5.71.60,134,191
2017-11-20 15:20:08,smtp,10.116.216.72,10.5.71.60,141,308
2017-11-20 15:20:53,smtp,125.112.225.185,10.5.71.60,118,153
2017-11-20 15:21:27,smtp,10.116.216.71,10.5.71.60,154,285
2017-11-20 15:21:30,smtp,10.116.216.73,10.5.71.60,179,192
2017-11-20 15:22:09,smtp,10.116.216.71,10.5.71.60,110,193
2017-11-20 15:22:36,smtp,10.116.216.71,10.5.71.60,195,318
2017-11-20 15:22:42,smtp,10.64.105.83,10.5.71.60,160,173
2017-11-20 15:23:16,smtp,10.116.216.71,10.5.71.60,135,237
2017-11-20 15:24:14,smtp,218.0.69.130,10.5.71.60,110,324
2017-11-20 15:25:20,smtp,10.116.216.71,10.5.71.60,105,205
2017-11-20 15:26:18,smtp,10.64.105.159,10.5.71.60,164,149
2017-11-20 15:27:12,smtp,10.116.216.72,10.5.71.60,109,261
2017-11-20 15:27:26,smtp,10.64.105.203,10.5.71.60,126,261
2017-11-20 15:27:28,smtp,10.116.216.73,10.5.71.60,172,338
2017-11-20 15:27:58,smtp,10.116.216.71,10.5.71.60,151,310
2017-11-20 15:28:01,smtp,222.189.244.116,10.5.71.60,104,338
2017-11-20 15:28:29,smtp,10.116.216.71,10.5.71.60,170,171
2017-11-20 15:28:41,smtp,125.112.225.185,10.5.71.60,118,313
2017-11-20 15:29:32,smtp,10.116.216.71,10.5.71.60,191,129
2017-11-20 15:29:44,smtp,10.64.105.140,10.5.71.60,160,211
2017-11-20 15:30:14,smtp,10.116.216.72,10.5.71.60,155,326
2017-11-20 15:30:19,smtp,10.116.216.71,10.5.71.60,178,334
2017-11-20 15:30:24,smtp,10.116.216.72,10.5.71.60,112,200
2017-11-20 15:30:27,smtp,10.116.216.71,10.5.71.60,153,115
2017-11-20 15:30:27,smtp,222.189.244.116,10.5.71.60,198,358
2017-11-20 15:30:31,smtp,10.116.216.71,10.5.71.60,181,295
2017-11-20 15:30:49,smtp,10.116.216.72,10.5.71.60,132,219
2017-11-20 15:32:08,smtp,10.116.216.71,10.5.71.60,153,223
2017-11-20 15:32:19,smtp,10.116.216.71,10.5.71.60,159,240
2017-11-20 15:32:20,smtp,10.116.216.71,10.5.71.60,196,199
2017-11-20 15:32:33,smtp,10.116.216.71,10.5.71.60,139,276
2017-11-20 15:33:32,smtp,10.116.216.71,10.5.71.60,143,204
2017-11-20 15:33:45,smtp,10.116.216.71,10.5.71.60,147,131
2017-11-20 15:35:03,smtp,180.116.214.140,10.5.71.60,147,236
2017-11-20 15:35:12,smtp,10.64.105.62,10.5.71.60,113,362
2017-11-20 15:35:25,smtp,10.116.216.71,10.5.71.60,135,396
2017-11-20 15:36:31,smtp,10.116.216.71,10.5.71.60,129,331
2017-11-20 15:36:46,smtp,10.116.216.73,10.5.71.60,158,146
2017-11-20 15:36:53,smtp,10.116.216.72,10.5.71.60,178,261
2017-11-20 15:36:53,smtp,10.116.216.72,10.5.71.60,152,399
2017-11-20 15:37:11,smtp,10.116.216.72,10.5.71.60,147,178
2017-11-20 15:38:06,smtp,10.116.216.71,10.5.71.60,132,387
2017-11-20 15:38:22,smtp,10.64.105.116,10.5.71.60,151,255
2017-11-20 15:38:39,smtp,10.64.105.158,10.5.71.60,160,149
2017-11-20 15:38:41,smtp,10.116.216.71,10.5.71.60,164,334
2017-11-20 15:39:09,smtp,10.116.216.71,10.5.71.60,185,160
2017-11-20 15:39:48,smtp,10.116.216.71,10.5.71.60,168,248
2017-11-20 15:40:20,smtp,10.116.216.71,10.5.71.60,167,218
2017-11-20 15:40:29,smtp,10.116.216.71,10.5.71.60,159,124
2017-11-20 15:40:40,smtp,10.64.105.176,10.5.71.60,181,185
2017-11-20 15:40:42,smtp,10.64.106.10,10.5.71.60,198,123
2017-11-20 15:40:57,smtp,10.116.216.71,10.5.71.60,128,207
2017-11-20 15:42:03,smtp,10.116.216.71,10.5.71.60,182,351
2017-11-20 15:43:23,smtp,10.116.216.71,10.5.71.60,174,119
2017-11-20 15:43:27,smtp,10.116.216.71,10.5.71.60,181,165
2017-11-20 15:43:51,smtp,218.0.69.130,10.5.71.60,176,195
2017-11-20 15:44:59,smtp,125.117.51.204,10.5.71.60,189,167
2017-11-20 15:45:01,smtp,10.116.216.73,10.5.71.60,112,384
2017-11-20 15:45:07,smtp,10.116.216.71,10.5.71.60,116,288
2017-11-20 15:45:18,smtp,10.116.216.72,10.5.71.60,153,374
2017-11-20 15:45:30,smtp,10.116.216.71,10.5.71.60,194,135
2017-11-20 15:45:42,smtp,10.116.216.73,10.5.71.60,110,331
2017-11-20 15:45:47,smtp,10.116.216.71,10.5.71.60,123,133
2017-11-20 15:45:59,smtp,10.116.216.71,10.5.71.60,180,100
2017-11-20 15:46:14,smtp,10.116.216.71,10.5.71.60,101,298
2017-11-20 15:46:26,smtp,10.116.216.73,10.5.71.60,179,320
2017-11-20 15:47:07,smtp,10.64.105.97,10.5.71.60,119,173
2017-11-20 15:47:19,smtp,10.64.105.156,10.5.71.60,109,141
2017-11-20 15:48:15,smtp,10.64.105.29,10.5.71.60,189,163
2017-11-20 15:48:33,smtp,10.116.216.71,10.5.71.60,135,236
2017-11-20 15:48:33,smtp,10.116.216.72,10.5.71.60,138,369
2017-11-20 15:49:10,smtp,10.116.216.71,10.5.71.60,151,189
2017-11-20 15:49:52,smtp,10.116.216.71,10.5.71.60,133,373
2017-11-20 15:49:53,smtp,10.116.216.71,10.5.71.60,172,377
2017-11-20 15:50:05,smtp,222.189.247.148,10.5.71.60,128,111
2017-11-20 15:50:15,smtp,10.116.216.71,10.5.71.60,172,105
2017-11-20 15:50:37,smtp,10.116.216.71,10.5.71.60,141,364
2017-11-20 15:51:06,smtp,10.116.216.72,10.5.71.60,105,110
2017-11-20 15:51:17,smtp,10.116.216.71,10.5.71.60,128,302
2017-11-20 15:51:31,smtp,10.116.216.73,10.5.71.60,134,281
2017-11-20 15:51:37,smtp,218.0.69.130,10.5.71.60,159,148
2017-11-20 15:51:40,smtp,10.116.216.72,10.5.71.60,197,333
2017-11-20 15:51:40,smtp,163.177.72.176,10.5.71.60,108,204
2017-11-20 15:51:47,smtp,163.177.72.176,10.5.71.60,134,248
2017-11-20 15:52:04,smtp,10.116.216.71,10.5.71.60,112,154
2017-11-20 15:52:20,smtp,10.116.216.71,10.5.71.60,169,389
2017-11-20 15:52:39,smtp,10.116.216.73,10.5.71.60,126,221
2017-11-20 15:52:57,smtp,10.116.216.71,10.5.71.60,110,357
2017-11-20 15:54:04,smtp,10.116.216.73,10.5.71.60,121,237
2017-11-20 15:55:06,smtp,10.116.216.71,10.5.71.60,197,231
2017-11-20 15:55:27,smtp,10.116.216.72,10.5.71.60,170,283
2017-11-20 15:55:48,smtp,10.116.216.71,10.5.71.60,131,268
2017-11-20 15:55:57,smtp,10.116.216.71,10.5.71.60,147,262
2017-11-20 15:57:00,smtp,10.116.216.71,10.5.71.60,160,227
2017-11-20 15:57:07,smtp,122.247.85.76,10.5.71.60,179,271
2017-11-20 15:57:10,smtp,117.61.12.229,10.5.71.60,195,130
2017-11-20 15:57:25,smtp,10.116.216.71,10.5.71.60,124,117
2017-11-20 15:57:39,smtp,222.189.246.160,10.5.71.60,164,149
2017-11-20 15:58:15,smtp,10.116.216.71,10.5.71.60,138,182
2017-11-20 15:59:53,smtp,10.116.216.71,10.5.71.60,185,199
2017-11-20 15:59:57,smtp,10.116.216.73,10.5.71.60,190,283
2017-11-20 16:00:00,smtp,10.1.4.17,10.5.71.60,101,122
2017-11-20 16:00:56,smtp,10.64.105.137,10.5.71.60,189,372
2017-11-20 16:02:07,smtp,10.116.216.71,10.5.71.60,170,145
2017-11-20 16:02:26,smtp,10.64.105.214,10.5.71.60,130,304
2017-11-20 16:02:27,smtp,111.202.126.72,10.5.71.60,100,130
2017-11-20 16:03:22,smtp,10.64.106.43,10.5.71.60,138,195
2017-11-20 16:03:28,smtp,10.64.105.249,10.5.71.60,162,258
2017-11-20 16:04:22,smtp,125.112.226.59,10.5.71.60,136,287
2017-11-20 16:05:14,smtp,10.116.216.71,10.5.71.60,110,316
2017-11-20 16:05:24,smtp,10.116.216.73,10.5.71.60,176,239
2017-11-20 16:05:40,smtp,10.116.216.71,10.5.71.60,142,288
2017-11-20 16:05:43,smtp,183.32.218.162,10.5.71.60,124,345
2017-11-20 16:06:32,smtp,115.213.99.80,10.5.71.60,107,157
2017-11-20 16:07:19,smtp,10.64.105.251,10.5.71.60,150,189
2017-11-20 16:08:06,smtp,60.179.248.88,10.5.71.60,110,227
2017-11-20 16:08:10,smtp,10.116.216.72,10.5.71.60,147,223
2017-11-20 16:08:18,smtp,10.116.216.71,10.5.71.60,197,101
2017-11-20 16:08:26,smtp,10.64.105.40,10.5.71.60,110,352
2017-11-20 16:09:42,smtp,10.116.216.72,10.5.71.60,141,334
2017-11-20 16:09:48,smtp,10.116.216.71,10.5.71.60,178,331
2017-11-20 16:09:57,smtp,10.116.216.71,10.5.71.60,146,109
2017-11-20 16:10:14,smtp,10.116.216.71,10.5.71.60,160,179
2017-11-20 16:10:19,smtp,10.116.216.71,10.5.71.60,186,137
2017-11-20 16:11:15,smtp,10.116.216.71,10.5.71.60,148,381
2017-11-20 16:11:15,smtp,10.64.105.164,10.5.71.60,114,231
2017-11-20 16:11:21,smtp,222.189.244.116,10.5.71.60,133,395
2017-11-20 16:11:31,smtp,10.116.216.71,10.5.71.60,129,274
2017-11-20 16:11:47,smtp,222.189.247.148,10.5.71.60,103,287
2017-11-20 16:12:10,smtp,10.116.216.71,10.5.71.60,194,380
2017-11-20 16:12:34,smtp,10.64.105.122,10.5.71.60,102,383
2017-11-20 16:12:56,smtp,111.202.126.72,10.5.71.60,137,186
2017-11-20 16:14:30,smtp,10.116.216.72,10.5.71.60,117,338
2017-11-20 16:15:09,smtp,10.116.216.71,10.5.71.60,113,138
2017-11-20 16:15:18,smtp,10.116.216.71,10.5.71.60,121,196
2017-11-20 16:15:43,smtp,10.116.216.72,10.5.71.60,164,375
2017-11-20 16:15:57,smtp,10.64.105.112,10.5.71.60,144,280
2017-11-20 16:16:04,smtp,10.64.105.62,10.5.71.60,162,301
2017-11-20 16:16:22,smtp,10.116.216.73,10.5.71.60,113,374
2017-11-20 16:16:41,smtp,10.116.216.71,10.5.71.60,189,253
2017-11-20 16:17:01,smtp,10.116.216.73,10.5.71.60,111,329
2017-11-20 16:17:52,smtp,180.116.214.140,10.5.71.60,138,269
2017-11-20 16:18:07,smtp,60.179.248.88,10.5.71.60,107,245
2017-11-20 16:18:58,smtp,10.116.216.73,10.5.71.60,116,268
2017-11-20 16:19:21,smtp,10.116.216.71,10.5.71.60,103,297
2017-11-20 16:19:34,smtp,10.116.216.71,10.5.71.60,145,110
2017-11-20 16:19:44,smtp,10.116.216.71,10.5.71.60,194,174
